file	area	line	kind	target	class
protocols/ccdp/prompts/extract-json-corpus-prompt.md	prompts	67	code-span	/* ... */	absolute-or-rooted
protocols/ccdp/prompts/extract-json-corpus-prompt.md	prompts	73	code-span	FINDINGS.md	path-like
protocols/ccdp/prompts/extract-json-corpus-prompt.md	prompts	75	code-span	fields.md	path-like
protocols/ccdp/prompts/extract-json-corpus-prompt.md	prompts	78	code-span	enums.md	path-like
protocols/ccdp/prompts/extract-json-corpus-prompt.md	prompts	80	code-span	MANIFEST.md	path-like
protocols/ccdp/prompts/extract-json-corpus-prompt.md	prompts	90	code-span	FINDINGS.md	path-like
protocols/ccdp/prompts/extract-json-corpus-prompt.md	prompts	106	code-span	.../protocols/ccdp/json/	path-like
protocols/ccdp/prompts/extract-json-corpus-prompt.md	prompts	108	code-span	MANIFEST.md	path-like
protocols/ccdp/prompts/extract-json-corpus-prompt.md	prompts	115	code-span	FINDINGS.md	path-like
protocols/ccdp/prompts/extract-json-corpus-prompt.md	prompts	118	code-span	MANIFEST.md	path-like
protocols/ccdp/src/02-conventions.md	src	23	code-span	// ...	absolute-or-rooted
protocols/ccdp/src/02-conventions.md	src	25	code-span	// ...	absolute-or-rooted
protocols/ccdp/src/02-conventions.md	src	25	code-span	application/json	path-like
protocols/ccdp/src/07-message-format.md	src	42	code-span	ccdp/request	path-like
protocols/ccdp/src/07-message-format.md	src	43	code-span	ccdp/escalation	path-like
protocols/ccdp/src/07-message-format.md	src	44	code-span	ccdp/health.request	path-like
protocols/ccdp/src/07-message-format.md	src	45	code-span	ccdp/decomposition.result	path-like
protocols/ccdp/src/07-message-format.md	src	46	code-span	ccdp/notification	path-like
protocols/ccdp/src/07-message-format.md	src	470	code-span	envelope.schema.json	path-like
protocols/ccdp/src/07-message-format.md	src	471	code-span	content.schema.json	path-like
protocols/ccdp/src/07-message-format.md	src	472	code-span	provenance.schema.json	path-like
protocols/ccdp/src/07-message-format.md	src	473	code-span	escalation.schema.json	path-like
protocols/ccdp/src/07-message-format.md	src	474	code-span	health.schema.json	path-like
protocols/ccdp/src/07-message-format.md	src	475	code-span	decomposition-plan.schema.json	path-like
protocols/ccdp/src/07-message-format.md	src	476	code-span	audit-record.schema.json	path-like
protocols/ccdp/src/13-error-handling.md	src	229	code-span	ccdp/health.request	path-like
protocols/ccdp/src/14-decomposition.md	src	167	code-span	/body/translation	absolute-or-rooted
protocols/ccdp/src/20-previous-versions.md	src	5	markdown-link	https://github.com/billosys/ai-engineering/blob/ccdp-0.2/protocols/ccdp/composite-cognition-dispatch-protocol.md	external-url
protocols/ccdp/src/20-previous-versions.md	src	6	markdown-link	https://github.com/billosys/ai-engineering/blob/ccdp-0.1/protocols/ccdp/composite-cognition-dispatch-protocol.md	external-url
protocols/ccdp/src/README.md	src	5	code-span	01-abstract.md	path-like
protocols/ccdp/src/README.md	src	5	code-span	21-version-history.md	path-like
protocols/ccdp/src/README.md	src	5	code-span	../tools/	parent-relative
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	18	code-span	src/05-architecture-overview.md	ccdp-root-relative
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	19	code-span	src/07-message-format.md	ccdp-root-relative
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	20	code-span	src/08-capability-registry.md	ccdp-root-relative
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	21	code-span	src/09-routing.md	ccdp-root-relative
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	22	code-span	src/10-provenance-grades.md	ccdp-root-relative
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	23	code-span	src/11-audit-trail.md	ccdp-root-relative
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	24	code-span	src/13-error-handling.md	ccdp-root-relative
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	25	code-span	src/15-security.md	ccdp-root-relative
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	26	code-span	/Users/oubiwann/Dropbox/Duncan's Research/AI/CCDP/Ideas/2026-08-07-ccdp-chatgpt-integration-notes.md	local-absolute
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	27	code-span	/Users/oubiwann/Dropbox/Duncan's Research/AI/CCDP/Ideas/2026-08-07-ccdp-chatgpt-integration-project-plan.md	local-absolute
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	84	code-span	tools/ccdp-chatgpt-gateway/	ccdp-root-relative
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	84	code-span	test -f tools/ccdp-chatgpt-gateway/Cargo.toml && test -f tools/ccdp-chatgpt-gateway/src/main.rs && find tools/ccdp-chatgpt-gateway/src -maxdepth 1 -type f | sort	path-like
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	85	code-span	rg -n 'health|openapi|capabilities/search|requests/planning|traces|audit/request' tools/ccdp-chatgpt-gateway/src tools/ccdp-chatgpt-gateway -g '*.rs' -g '*.json' -g '*.yaml'	path-like
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	86	code-span	POST /v1/requests/planning	path-like
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	86	code-span	ccdp/request	path-like
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	86	code-span	cargo test --manifest-path tools/ccdp-chatgpt-gateway/Cargo.toml planning_request_maps_to_ccdp -- --nocapture	path-like
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	87	code-span	cargo test --manifest-path tools/ccdp-chatgpt-gateway/Cargo.toml mock_dispatcher_planning_outcomes -- --nocapture	path-like
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	88	code-span	find tools/ccdp-chatgpt-gateway/tests/golden -type f | sort && cargo test --manifest-path tools/ccdp-chatgpt-gateway/Cargo.toml golden_planning_flows -- --nocapture	path-like
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	89	code-span	cargo test --manifest-path tools/ccdp-chatgpt-gateway/Cargo.toml tool_response_preserves_ids_and_provenance -- --nocapture	path-like
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	90	code-span	cargo test --manifest-path tools/ccdp-chatgpt-gateway/Cargo.toml summaries_are_redacted -- --nocapture	path-like
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	91	code-span	cargo test --manifest-path tools/ccdp-chatgpt-gateway/Cargo.toml	path-like
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	92	code-span	test -f tools/ccdp-chatgpt-gateway/README.md && rg -n 'run|defer|MCP|ChatGPT|mock' tools/ccdp-chatgpt-gateway/README.md	path-like
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	152	code-span	GET /openapi.json	path-like
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	165	code-span	POST /v1/capabilities/search	path-like
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	194	code-span	POST /v1/requests/planning	path-like
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	220	code-span	content.schema_ref: "org.ccdp.planning/input/v1"	path-like
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	267	code-span	GET /v1/traces/{trace_id}	path-like
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	273	code-span	GET /v1/audit/request/{request_id}	path-like
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	294	code-span	README.md	repo-root-relative
protocols/ccdp/workbench/cc-prompt-chatgpt-gateway-slice01.md	workbench	318	code-span	cargo test --manifest-path tools/ccdp-chatgpt-gateway/Cargo.toml	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	4	code-span	billosys/ai-engineering	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	21	code-span	.github/workflows/pages.yml	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	21	code-span	head -50 .github/workflows/pages.yml	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	21	code-span	actions/upload-pages-artifact	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	21	code-span	actions/deploy-pages	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	21	code-span	./site	document-relative
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	22	code-span	site/index.html	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	22	code-span	test -f site/index.html && head -5 site/index.html	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	23	code-span	site/protocols/index.html	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	23	code-span	test -f site/protocols/index.html && head -5 site/protocols/index.html	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	24	code-span	site/protocols/ccdp/index.html	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	24	code-span	test -f site/protocols/ccdp/index.html && head -5 site/protocols/ccdp/index.html	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	25	code-span	site/protocols/ccdp/visual-guide/index.html	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	25	code-span	test -f site/protocols/ccdp/visual-guide/index.html && head -5 site/protocols/ccdp/visual-guide/index.html	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	26	code-span	grep -l 'protocols/' site/index.html	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	26	code-span	grep -l 'ccdp/' site/protocols/index.html	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	26	code-span	grep -l 'visual-guide/' site/protocols/ccdp/index.html	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	27	code-span	.github/workflows/ci.yml	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	27	code-span	git diff .github/workflows/ci.yml	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	34	code-span	actions/upload-pages-artifact	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	34	code-span	actions/deploy-pages	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	37	code-span	ci.yml	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	38	code-span	pages.yml	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	41	code-span	billosys.github.io/ai-engineering/	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	43	code-span	/	absolute-or-rooted
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	43	code-span	site/index.html	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	44	code-span	protocols/index.html	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	44	code-span	/protocols/index.html	absolute-or-rooted
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	55	code-span	ci.yml	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	61	code-span	.github/workflows/pages.yml	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	63	code-span	.github/workflows/pages.yml	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	111	code-span	site/index.html	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	120	code-span	protocols/index.html	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	127	code-span	site/protocols/index.html	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	134	code-span	../index.html	parent-relative
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	135	code-span	ccdp/index.html	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	138	code-span	site/protocols/ccdp/index.html	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	148	code-span	../index.html	parent-relative
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	149	code-span	visual-guide/index.html	ccdp-root-relative
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	150	code-span	https://github.com/billosys/ai-engineering/blob/main/protocols/ccdp/composite-cognition-dispatch-protocol.md	external-url
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	153	code-span	site/protocols/ccdp/visual-guide/index.html	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	161	code-span	../index.html	parent-relative
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	168	code-span	site/index.html	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	168	code-span	protocols/index.html	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	169	code-span	site/protocols/index.html	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	169	code-span	../index.html	parent-relative
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	169	code-span	ccdp/index.html	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	170	code-span	site/protocols/ccdp/index.html	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	170	code-span	../index.html	parent-relative
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	170	code-span	visual-guide/index.html	ccdp-root-relative
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	171	code-span	site/protocols/ccdp/visual-guide/index.html	path-like
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	171	code-span	../index.html	parent-relative
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	173	code-span	/	absolute-or-rooted
protocols/ccdp/workbench/cc-prompt-gh-pages.md	workbench	177	code-span	git diff .github/workflows/ci.yml	path-like
protocols/ccdp/workbench/cc-prompt-v02-part19.md	workbench	6	code-span	NN-slug.md	path-like
protocols/ccdp/workbench/cc-prompt-v02-part19.md	workbench	10	code-span	protocols/ccdp/src/	repo-root-relative
protocols/ccdp/workbench/cc-prompt-v02-part19.md	workbench	13	code-span	../tools/ccdp-assembler/target/release/ccdp-assembler --validate --strict --src-dir . --output /tmp/ccdp-v02-part19.md	parent-relative
protocols/ccdp/workbench/cc-prompt-v02-part19.md	workbench	27	code-span	20-previous-versions.md	path-like
protocols/ccdp/workbench/cc-prompt-v02-part19.md	workbench	27	code-span	grep -n 'Previous Versions' 20-previous-versions.md	path-like
protocols/ccdp/workbench/cc-prompt-v02-part19.md	workbench	27	code-span	grep 'v0.1' 20-previous-versions.md	path-like
protocols/ccdp/workbench/cc-prompt-v02-part19.md	workbench	28	code-span	21-version-history.md	path-like
protocols/ccdp/workbench/cc-prompt-v02-part19.md	workbench	28	code-span	20-version-history.md	path-like
protocols/ccdp/workbench/cc-prompt-v02-part19.md	workbench	28	code-span	ls 21-version-history.md	path-like
protocols/ccdp/workbench/cc-prompt-v02-part19.md	workbench	28	code-span	ls 20-version-history.md	path-like
protocols/ccdp/workbench/cc-prompt-v02-part19.md	workbench	28	code-span	grep -c '^# 21\.\|^## 21\.' 21-version-history.md	other
protocols/ccdp/workbench/cc-prompt-v02-part19.md	workbench	30	code-span	grep 'previous-versions\|21-version-history' README.md	path-like
protocols/ccdp/workbench/cc-prompt-v02-part19.md	workbench	31	code-span	../tools/ccdp-assembler/target/release/ccdp-assembler --validate --strict --src-dir . --output /tmp/ccdp-v02-part19.md	parent-relative
protocols/ccdp/workbench/cc-prompt-v02-part19.md	workbench	37	code-span	20-previous-versions.md	path-like
protocols/ccdp/workbench/cc-prompt-v02-part19.md	workbench	39	code-span	20-previous-versions.md	path-like
protocols/ccdp/workbench/cc-prompt-v02-part19.md	workbench	45	markdown-link	https://github.com/billosys/ai-engineering/blob/ccdp-0.1/protocols/ccdp/composite-cognition-dispatch-protocol.md	external-url
protocols/ccdp/workbench/cc-prompt-v02-part19.md	workbench	47	code-span	20-version-history.md	path-like
protocols/ccdp/workbench/cc-prompt-v02-part19.md	workbench	47	code-span	21-version-history.md	path-like
protocols/ccdp/workbench/cc-prompt-v02-part19.md	workbench	73	code-span	README.md	repo-root-relative
protocols/ccdp/workbench/cc-prompt-v02-part19.md	workbench	74	code-span	01-abstract.md	path-like
protocols/ccdp/workbench/cc-prompt-v02-part19.md	workbench	74	code-span	20-version-history.md	path-like
protocols/ccdp/workbench/cc-prompt-v02-part19.md	workbench	75	code-span	01-abstract.md	path-like
protocols/ccdp/workbench/cc-prompt-v02-part19.md	workbench	75	code-span	21-version-history.md	path-like
protocols/ccdp/workbench/cc-prompt-v02-part19.md	workbench	80	code-span	NN-slug.md	path-like
protocols/ccdp/workbench/cc-prompt-v02-part19.md	workbench	81	code-span	20-previous-versions.md	path-like
protocols/ccdp/workbench/cc-prompt-v02-part19.md	workbench	81	code-span	21-version-history.md	path-like
protocols/ccdp/workbench/release-notes-0.3.0.md	workbench	19	code-span	protocols/ccdp/src/	repo-root-relative
protocols/ccdp/workbench/release-notes-0.3.0.md	workbench	21	code-span	protocols/ccdp/composite-cognition-dispatch-protocol.md	repo-root-relative
protocols/ccdp/workbench/release-notes-0.3.0.md	workbench	61	code-span	protocols/ccdp/tools/ccdp-assembler/	repo-root-relative
protocols/ccdp/workbench/release-notes-0.3.0.md	workbench	63	code-span	assemble.rs	path-like
protocols/ccdp/workbench/release-notes-0.3.0.md	workbench	63	code-span	chapters.rs	path-like
protocols/ccdp/workbench/release-notes-0.3.0.md	workbench	63	code-span	cli.rs	path-like
protocols/ccdp/workbench/release-notes-0.3.0.md	workbench	63	code-span	frontmatter.rs	path-like
protocols/ccdp/workbench/release-notes-0.3.0.md	workbench	64	code-span	headers.rs	path-like
protocols/ccdp/workbench/release-notes-0.3.0.md	workbench	64	code-span	main.rs	path-like
protocols/ccdp/workbench/release-notes-0.3.0.md	workbench	64	code-span	references.rs	path-like
protocols/ccdp/workbench/release-notes-0.3.0.md	workbench	64	code-span	toc.rs	path-like
protocols/ccdp/workbench/release-notes-0.3.0.md	workbench	64	code-span	validate.rs	path-like
protocols/ccdp/workbench/release-notes-0.3.0.md	workbench	64	code-span	yaml.rs	path-like
protocols/ccdp/workbench/release-notes-0.3.0.md	workbench	68	code-span	NN-slug.md	path-like
protocols/ccdp/workbench/release-notes-0.3.0.md	workbench	84	code-span	docs/ORIGINS.md	path-like
protocols/ccdp/workbench/release-notes-0.3.0.md	workbench	85	code-span	scripts/count-patterns.sh	path-like
protocols/ccdp/workbench/release-notes-0.3.1.md	workbench	103	code-span	assemble.rs	path-like
protocols/ccdp/workbench/release-notes-0.3.1.md	workbench	105	code-span	references.rs	path-like
protocols/ccdp/workbench/release-notes-0.3.1.md	workbench	105	code-span	toc.rs	path-like
protocols/ccdp/workbench/release-notes-0.3.1.md	workbench	109	code-span	README.md	repo-root-relative
protocols/ccdp/workbench/release-notes-0.3.1.md	workbench	111	code-span	protocols/ccdp/Makefile	repo-root-relative
protocols/ccdp/workbench/release-notes-0.3.1.md	workbench	112	code-span	README.md	repo-root-relative
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	5	code-span	protocols/ccdp/src/	repo-root-relative
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	5	code-span	01-abstract.md	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	5	code-span	18-references.md	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	42	code-span	01-abstract.md	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	60	code-span	02-conventions.md	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	72	code-span	// ...	absolute-or-rooted
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	72	code-span	application/json	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	82	code-span	03-introduction.md	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	102	code-span	04-terminology.md	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	104	code-span	Content is opaque to the Dispatcher: the Dispatcher MUST NOT interpret, transform, or make routing decisions based on Content.	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	132	code-span	05-architecture-overview.md	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	152	code-span	06-protocol-layers.md	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	158	code-span	/\	absolute-or-rooted
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	172	code-span	07-message-format.md	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	178	code-span	ccdp/response	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	178	code-span	ccdp/health.response	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	185	code-span	ccdp/request	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	186	code-span	ccdp/escalation	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	187	code-span	ccdp/health.request	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	188	code-span	ccdp/decomposition.result	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	189	code-span	ccdp/notification	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	239	code-span	08-capability-registry.md	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	275	code-span	09-routing.md	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	295	code-span	12-flow-control.md	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	321	code-span	envelope.schema.json	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	322	code-span	content.schema.json	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	323	code-span	provenance.schema.json	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	324	code-span	escalation.schema.json	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	325	code-span	health.schema.json	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	326	code-span	decomposition-plan.schema.json	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part1.md	workbench	327	code-span	audit-record.schema.json	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part2.md	workbench	17	code-span	10-provenance-grades.md	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part2.md	workbench	49	code-span	11-audit-trail.md	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part2.md	workbench	88	code-span	header would exceed 512 bytes after appending, the Dispatcher MUST truncate the oldest entries (leftmost) to make room, per W3C Trace Context Section 3.3.2.1. The Dispatcher MUST sanitize \	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part2.md	workbench	94	code-span	13-error-handling.md	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part2.md	workbench	115	code-span	14-decomposition.md	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part2.md	workbench	187	code-span	15-security.md	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part2.md	workbench	217	code-span	16-conformance.md	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part2.md	workbench	233	code-span	Never perform semantic interpretation of message Content — never reason about what content means, never make routing decisions based on content meaning. The Dispatcher MAY perform structural validation (JSON Schema checking) and structural operations (typed-reference resolution, template assembly, size checks) on Content as specified in Sections 7, 8, and 14. See the Structural Validation vs Semantic Interpretation definition in Section 4.	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part2.md	workbench	259	code-span	17-security-considerations.md	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part2.md	workbench	289	code-span	18-references.md	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part2.md	workbench	325	code-span	National Security Agency / Cybersecurity and Infrastructure Security Agency, "Deploying AI Systems Securely: Best Practices for Deploying Secure and Resilient AI Systems," April 2024. https://media.defense.gov/2024/Apr/15/2003439257/-1/-1/0/CSI-DEPLOYING-AI-SYSTEMS-SECURELY.PDF	path-like
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part2.md	workbench	347	code-span	README.md	repo-root-relative
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part2.md	workbench	349	code-span	README.md	repo-root-relative
protocols/ccdp/workbench/review-v0.1/cc-prompt-v02-part2.md	workbench	349	code-span	src/README.md	ccdp-root-relative
protocols/ccdp/workbench/review-v0.1/review-01-abstract.md	workbench	3	code-span	protocols/ccdp/src/01-abstract.md	repo-root-relative
protocols/ccdp/workbench/review-v0.1/review-02-conventions.md	workbench	3	code-span	protocols/ccdp/src/02-conventions.md	repo-root-relative
protocols/ccdp/workbench/review-v0.1/review-02-conventions.md	workbench	14	code-span	// ...	absolute-or-rooted
protocols/ccdp/workbench/review-v0.1/review-02-conventions.md	workbench	22	code-span	application/json	path-like
protocols/ccdp/workbench/review-v0.1/review-03-introduction.md	workbench	3	code-span	protocols/ccdp/src/03-introduction.md	repo-root-relative
protocols/ccdp/workbench/review-v0.1/review-04-terminology.md	workbench	3	code-span	protocols/ccdp/src/04-terminology.md	repo-root-relative
protocols/ccdp/workbench/review-v0.1/review-05-architecture-overview.md	workbench	3	code-span	protocols/ccdp/src/05-architecture-overview.md	repo-root-relative
protocols/ccdp/workbench/review-v0.1/review-06-protocol-layers.md	workbench	3	code-span	protocols/ccdp/src/06-protocol-layers.md	repo-root-relative
protocols/ccdp/workbench/review-v0.1/review-07-message-format.md	workbench	3	code-span	protocols/ccdp/src/07-message-format.md	repo-root-relative
protocols/ccdp/workbench/review-v0.1/review-07-message-format.md	workbench	13	code-span	ccdp/response	path-like
protocols/ccdp/workbench/review-v0.1/review-07-message-format.md	workbench	13	code-span	ccdp/health.response	path-like
protocols/ccdp/workbench/review-v0.1/review-07-message-format.md	workbench	14	code-span	ccdp/response	path-like
protocols/ccdp/workbench/review-v0.1/review-08-capability-registry.md	workbench	3	code-span	protocols/ccdp/src/08-capability-registry.md	repo-root-relative
protocols/ccdp/workbench/review-v0.1/review-09-routing.md	workbench	3	code-span	protocols/ccdp/src/09-routing.md	repo-root-relative
protocols/ccdp/workbench/review-v0.1/review-10-provenance-grades.md	workbench	3	code-span	protocols/ccdp/src/10-provenance-grades.md	repo-root-relative
protocols/ccdp/workbench/review-v0.1/review-11-audit-trail.md	workbench	3	code-span	protocols/ccdp/src/11-audit-trail.md	repo-root-relative
protocols/ccdp/workbench/review-v0.1/review-12-flow-control.md	workbench	3	code-span	protocols/ccdp/src/12-flow-control.md	repo-root-relative
protocols/ccdp/workbench/review-v0.1/review-13-error-handling.md	workbench	3	code-span	protocols/ccdp/src/13-error-handling.md	repo-root-relative
protocols/ccdp/workbench/review-v0.1/review-14-decomposition.md	workbench	3	code-span	protocols/ccdp/src/14-decomposition.md	repo-root-relative
protocols/ccdp/workbench/review-v0.1/review-15-security.md	workbench	3	code-span	protocols/ccdp/src/15-security.md	repo-root-relative
